Code du département;Libellé du département;Code INSEE;Nom de la commune;Numéro de la fiche équipement;Nombre d'équipements identiques;Activité code;Activité libellé;Activité praticable;Activité pratiquée;Dans salle spécialisable;Niveau de l'activité - Classif.;localisation
44;Loire-Atlantique;44053;Drefféac;66211;1;7901;Tennis;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.4684630967, -2.05940448032
44;Loire-Atlantique;44053;Drefféac;66215;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.4684630967, -2.05940448032
44;Loire-Atlantique;44011;Belligné;66220;2;7901;Tennis;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.4785440295, -1.02618318963
44;Loire-Atlantique;44109;Nantes;66244;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66245;1;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66245;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66246;4;7901;Tennis;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66247;1;501;Saut;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66247;1;502;Lancer;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66247;1;503;Course sur piste;Oui;Non;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66248;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44040;Chéméré;66273;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.138874575, -1.88952152249
44;Loire-Atlantique;44040;Chéméré;66273;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.138874575, -1.88952152249
44;Loire-Atlantique;44040;Chéméré;66273;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.138874575, -1.88952152249
44;Loire-Atlantique;44040;Chéméré;66273;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.138874575, -1.88952152249
44;Loire-Atlantique;44040;Chéméré;66273;1;6302;Patinage de course;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.138874575, -1.88952152249
44;Loire-Atlantique;44040;Chéméré;66273;1;6304;Hockey sur patins en ligne / Hockey sur patins;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.138874575, -1.88952152249
44;Loire-Atlantique;44040;Chéméré;66273;1;8001;Tennis de table;Oui;Oui;Oui;Compétition départementale;47.138874575, -1.88952152249
44;Loire-Atlantique;44040;Chéméré;66273;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Compétition régionale;47.138874575, -1.88952152249
44;Loire-Atlantique;44109;Nantes;66335;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66335;1;7901;Tennis;Oui;Oui;Non;Compétition régionale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66335;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66336;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66336;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition régionale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66336;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition régionale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66336;1;3801;Hockey en salle / Hockey sur gazon;Oui;Oui;Non;Compétition nationale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66336;1;7901;Tennis;Oui;Oui;Non;;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66336;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Non;Non;;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66337;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66337;1;3404;Expression gymnique;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66337;1;3408;Gymnastique Acrobatique;Oui;Oui;Non;Compétition départementale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44039;Cheix-en-Retz;66375;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.1811170912, -1.79840995834
44;Loire-Atlantique;44109;Nantes;66402;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66402;1;1101;Basket-Ball;Oui;Oui;Non;Compétition régionale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66402;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66402;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66402;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44052;Donges;66405;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Scolaire;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;1101;Basket-Ball;Oui;Oui;Non;Compétition régionale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;3101;Full contact (boxe américaine)/Light contact/First full/Full défense/Super fight/Semi-contact;Oui;Oui;Non;Entrainement;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;3408;Gymnastique Acrobatique;Oui;Oui;Non;Entrainement;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Entrainement;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;4401;Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;Oui;Oui;Non;Entrainement;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;7901;Tennis;Oui;Oui;Non;Compétition régionale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66405;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66406;1;1101;Basket-Ball;Oui;Oui;Non;Compétition régionale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66406;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition régionale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66406;1;7901;Tennis;Oui;Oui;Non;Compétition régionale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66406;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66407;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66407;1;3101;Full contact (boxe américaine)/Light contact/First full/Full défense/Super fight/Semi-contact;Oui;Oui;Non;Entrainement;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66407;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66407;1;7901;Tennis;Oui;Oui;Non;Compétition régionale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66407;1;8001;Tennis de table;Oui;Oui;Non;Compétition départementale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66407;1;8201;Tir à l'arc;Oui;Oui;Non;Compétition régionale;47.3392097617, -2.0741602335
44;Loire-Atlantique;44052;Donges;66407;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3392097617, -2.0741602335
44;Loire-Atlantique;44068;Guenrouet;66459;1;6401;Rugby à 15 / Rugby à 7;Oui;Oui;Non;Compétition régionale;47.5034137503, -1.95561601434
44;Loire-Atlantique;44084;Loroux-Bottereau;66485;1;6001;Pétanque et jeu provencal;Oui;Oui;Non;Compétition départementale;47.2333976166, -1.33170187264
44;Loire-Atlantique;44108;Mouzillon;66523;1;3401;Gymnastique Artistique;Oui;Oui;Non;Compétition départementale;47.1293076835, -1.27378859416
44;Loire-Atlantique;44108;Mouzillon;66523;1;3408;Gymnastique Acrobatique;Oui;Oui;Non;Compétition départementale;47.1293076835, -1.27378859416
44;Loire-Atlantique;44108;Mouzillon;66523;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.1293076835, -1.27378859416
44;Loire-Atlantique;44108;Mouzillon;66524;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.1293076835, -1.27378859416
44;Loire-Atlantique;44109;Nantes;66554;1;501;Saut;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66554;1;502;Lancer;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66554;1;503;Course sur piste;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66555;1;1101;Basket-Ball;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66555;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Non défini;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66555;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Compétition nationale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66555;1;9002;Sport scolaire;Oui;Oui;Non;Scolaire;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66556;2;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66556;2;9002;Sport scolaire;Oui;Oui;Non;Scolaire;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66557;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66557;1;9002;Sport scolaire;Oui;Oui;Non;Scolaire;47.2316356767, -1.54831008605
44;Loire-Atlantique;44009;Basse-Goulaine;66562;1;6401;Rugby à 15 / Rugby à 7;Oui;Oui;Non;Entrainement;47.2120137336, -1.46246852595
44;Loire-Atlantique;44003;Ancenis;66624;1;3402;Gymnastique Rythmique;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66624;1;3408;Gymnastique Acrobatique;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66624;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66625;1;6001;Pétanque et jeu provencal;Oui;Oui;Non;Compétition départementale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66626;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66626;1;1101;Basket-Ball;Oui;Oui;Non;Entrainement;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66626;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66626;1;6304;Hockey sur patins en ligne / Hockey sur patins;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66626;1;7901;Tennis;Oui;Oui;Non;Entrainement;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66626;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66628;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Compétition départementale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66628;1;1101;Basket-Ball;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66628;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66628;1;8201;Tir à l'arc;Oui;Oui;Non;Compétition départementale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66628;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66630;1;6401;Rugby à 15 / Rugby à 7;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66648;1;5206;Baignade loisirs;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66648;1;5208;Aquagym;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66649;1;2804;Plongée subaquatique (Plongée libre);Oui;Oui;Non;Entrainement;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66649;1;5201;Natation course sportive;Oui;Oui;Non;Entrainement;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66649;1;5202;Natation synchronisée;Oui;Oui;Non;Compétition régionale;47.3833270209, -1.18241880879
44;Loire-Atlantique;44003;Ancenis;66649;1;5206;Baignade loisirs;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3833270209, -1.18241880879
44;Loire-Atlantique;44055;Baule-Escoublac;66676;1;5201;Natation course sportive;Oui;Oui;Non;;47.2909720179, -2.3538291745
44;Loire-Atlantique;44055;Baule-Escoublac;66676;1;5203;Natation en eau libre;Oui;Oui;Non;;47.2909720179, -2.3538291745
44;Loire-Atlantique;44055;Baule-Escoublac;66676;1;5206;Baignade loisirs;Oui;Oui;Non;;47.2909720179, -2.3538291745
44;Loire-Atlantique;44045;Cordemais;66678;1;8201;Tir à l'arc;Oui;Oui;Non;Entrainement;47.2968036073, -1.8357108105
44;Loire-Atlantique;44045;Cordemais;66682;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.2968036073, -1.8357108105
44;Loire-Atlantique;44045;Cordemais;66683;1;8001;Tennis de table;Oui;Oui;Non;Entrainement;47.2968036073, -1.8357108105
44;Loire-Atlantique;44045;Cordemais;66685;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2968036073, -1.8357108105
44;Loire-Atlantique;44045;Cordemais;66685;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.2968036073, -1.8357108105
44;Loire-Atlantique;44045;Cordemais;66685;1;7901;Tennis;Oui;Oui;Non;Compétition départementale;47.2968036073, -1.8357108105
44;Loire-Atlantique;44045;Cordemais;66685;1;8201;Tir à l'arc;Oui;Oui;Non;Entrainement;47.2968036073, -1.8357108105
44;Loire-Atlantique;44045;Cordemais;66687;1;4301;Judo / Jujitsu / Taïso;Oui;Oui;Non;Entrainement;47.2968036073, -1.8357108105
44;Loire-Atlantique;44045;Cordemais;66687;1;4401;Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;Oui;Oui;Non;Entrainement;47.2968036073, -1.8357108105
44;Loire-Atlantique;44035;Chapelle-sur-Erdre;66700;1;6401;Rugby à 15 / Rugby à 7;Oui;Oui;Non;Compétition départementale;47.3035629617, -1.56078596697
44;Loire-Atlantique;44035;Chapelle-sur-Erdre;66701;1;503;Course sur piste;Oui;Oui;Non;Entrainement;47.3035629617, -1.56078596697
44;Loire-Atlantique;44035;Chapelle-sur-Erdre;66702;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3035629617, -1.56078596697
44;Loire-Atlantique;44035;Chapelle-sur-Erdre;66702;1;6001;Pétanque et jeu provencal;Non;Oui;Non;Compétition départementale;47.3035629617, -1.56078596697
44;Loire-Atlantique;44035;Chapelle-sur-Erdre;66702;1;6401;Rugby à 15 / Rugby à 7;Non;Oui;Non;Entrainement;47.3035629617, -1.56078596697
44;Loire-Atlantique;44035;Chapelle-sur-Erdre;66703;1;6001;Pétanque et jeu provencal;Oui;Oui;Non;Compétition départementale;47.3035629617, -1.56078596697
44;Loire-Atlantique;44109;Nantes;66716;1;3001;Football Américain / Flag;Oui;Oui;Non;Compétition nationale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66716;1;6401;Rugby à 15 / Rugby à 7;Oui;Oui;Non;Compétition régionale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66717;1;501;Saut;Oui;Oui;Non;Compétition nationale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66717;1;502;Lancer;Oui;Oui;Non;Compétition nationale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66717;1;503;Course sur piste;Oui;Oui;Non;Compétition nationale;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66718;1;501;Saut;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44109;Nantes;66718;1;503;Course sur piste;Oui;Oui;Non;Entrainement;47.2316356767, -1.54831008605
44;Loire-Atlantique;44069;Guérande;66730;1;2402;Autres Danses;Oui;Oui;Non;Scolaire;47.3313320913, -2.41703658813
44;Loire-Atlantique;44069;Guérande;66730;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3313320913, -2.41703658813
44;Loire-Atlantique;44069;Guérande;66731;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Scolaire;47.3313320913, -2.41703658813
44;Loire-Atlantique;44069;Guérande;66731;1;1101;Basket-Ball;Oui;Oui;Non;Scolaire;47.3313320913, -2.41703658813
44;Loire-Atlantique;44069;Guérande;66731;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition nationale;47.3313320913, -2.41703658813
44;Loire-Atlantique;44069;Guérande;66731;1;7901;Tennis;Oui;Oui;Non;Compétition régionale;47.3313320913, -2.41703658813
44;Loire-Atlantique;44069;Guérande;66731;1;8001;Tennis de table;Oui;Oui;Non;Scolaire;47.3313320913, -2.41703658813
44;Loire-Atlantique;44069;Guérande;66731;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3313320913, -2.41703658813
44;Loire-Atlantique;44074;Indre;66750;1;1101;Basket-Ball;Oui;Oui;Non;Compétition nationale;47.1985008197, -1.6717810311
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66773;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66773;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66773;1;7901;Tennis;Oui;Oui;Non;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66773;1;8201;Tir à l'arc;Oui;Oui;Non;Compétition régionale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66773;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66774;1;1401;Boxe Anglaise;Oui;Oui;Non;Entrainement;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66774;1;4301;Judo / Jujitsu / Taïso;Oui;Oui;Non;Entrainement;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66775;2;7901;Tennis;Oui;Oui;Non;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66776;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66776;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66777;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition régionale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66778;1;3401;Gymnastique Artistique;Oui;Oui;Non;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66778;1;3408;Gymnastique Acrobatique;Oui;Oui;Non;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66779;2;7901;Tennis;Oui;Oui;Non;Entrainement;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66780;1;501;Saut;Oui;Oui;Non;Scolaire;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66780;1;502;Lancer;Oui;Oui;Non;Scolaire;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66780;1;503;Course sur piste;Oui;Oui;Non;Scolaire;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66781;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66781;1;1401;Boxe Anglaise;Oui;Oui;Oui;Compétition nationale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66781;1;3402;Gymnastique Rythmique;Oui;Oui;Non;Compétition régionale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66781;1;3408;Gymnastique Acrobatique;Oui;Oui;Oui;Compétition nationale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66781;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66781;1;4301;Judo / Jujitsu / Taïso;Oui;Oui;Oui;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66781;1;8001;Tennis de table;Oui;Oui;Oui;Compétition départementale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44103;Montoir-de-Bretagne;66782;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition régionale;47.3232368527, -2.1467366036
44;Loire-Atlantique;44004;Anetz;66783;2;7901;Tennis;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66784;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Scolaire;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66784;1;1101;Basket-Ball;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66784;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66784;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66785;1;2402;Autres Danses;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66785;1;3501;Gymnastique volontaire;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66785;1;8901;Activités de forme et de santé;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66786;1;701;Badminton, Jeu de volant;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66786;1;1101;Basket-Ball;Oui;Oui;Non;Compétition départementale;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66786;1;3701;Handball / Mini hand / Handball de plage;Oui;Oui;Non;Scolaire;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66786;1;7901;Tennis;Oui;Oui;Non;Compétition régionale;47.3812710821, -1.0932910037
44;Loire-Atlantique;44004;Anetz;66786;1;8801;Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;Oui;Oui;Non;Scolaire;47.3812710821, -1.0932910037
44;Loire-Atlantique;44016;Boissière-du-Doré;66813;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.2350761826, -1.20383839178
44;Loire-Atlantique;44016;Boissière-du-Doré;66814;1;7901;Tennis;Oui;Oui;Non;Loisir - Entretien - Remise en forme;47.2350761826, -1.20383839178
44;Loire-Atlantique;44041;Chevrolière;66815;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.0891104813, -1.596195347
44;Loire-Atlantique;44041;Chevrolière;66816;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.0891104813, -1.596195347
44;Loire-Atlantique;44041;Chevrolière;66817;1;501;Saut;Oui;Oui;Non;Entrainement;47.0891104813, -1.596195347
44;Loire-Atlantique;44041;Chevrolière;66817;1;503;Course sur piste;Oui;Oui;Non;Entrainement;47.0891104813, -1.596195347
44;Loire-Atlantique;44041;Chevrolière;66817;1;506;Marche;Oui;Oui;Non;Entrainement;47.0891104813, -1.596195347
44;Loire-Atlantique;44041;Chevrolière;66818;1;2901;Football / Football en salle (Futsal);Oui;Oui;Non;Compétition départementale;47.0891104813, -1.596195347
