Code du département;Département;Code INSEE;Nom de la commune;Numéro de l'installation;Nom usuel de l'installation;Numero de la voie;Nom de la voie;Nom du lieu dit;Code postal;Installation particulière;Multi commune;Nombre de couvert;Nombre de lit;Présence d'un internet;Aucun aménagement d'accessibilité;Accessibilité handicapés à mobilité réduite;Accessibilité handicapés sensoriels;Nombre total de place de parking;Nombre total de place de parking handicapés;Gardiennée avec ou sans logement de gardien;Emprise foncière en m2;Desserte métro;Desserte bus;Desserte Tram;Desserte train;Desserte bateau;Desserte autre;Date de création de la fiche installation;Date de mise à jour de la fiche installation;Nombre total de fiches équipements;Nombre total d'équipements sportifs;localisation1;localisation2;localisation
44;Loire-Atlantique;44055;Baule-Escoublac;440550006;Le Garden;2;Avenue Gabrielle;;44500;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;08/02/2005;10/04/2016;4;17;47.28479, -2.383283;47.2909720179, -2.3538291745;47.28479, -2.383283
44;Loire-Atlantique;44055;Baule-Escoublac;440550007;Piscine Aquabaule;;Avenue Honoré de Balzac;;44500;Piscine;Non;0;0;Non;Non;Oui;Non;25;1;Non;;Non;Non;Non;Non;Non;Oui;08/02/2005;04/12/2017;4;4;47.282381, -2.37789;47.2909720179, -2.3538291745;47.282381, -2.37789
44;Loire-Atlantique;44055;Baule-Escoublac;440550009;Stade Moreau-Defarges;;Boulevard Guy de Champsavin;;44500;Complexe sportif;Non;0;0;Non;Non;Oui;Non;30;1;Sans logement de gardien;;Non;Oui;Non;Non;Non;Non;08/02/2005;10/04/2016;5;5;47.280222, -2.424479;47.2909720179, -2.3538291745;47.280222, -2.424479
44;Loire-Atlantique;44055;Baule-Escoublac;440550010;Complexe Sportif Jean Gaillardon - les Salines;;Boulevard Maurice Chevrel;;44500;Complexe sportif;Non;0;0;Non;Non;Oui;Non;231;7;Sans logement de gardien;;Non;Oui;Non;Oui;Non;Non;08/02/2005;29/11/2016;13;13;47.290827, -2.394939;47.2909720179, -2.3538291745;47.290827, -2.394939
44;Loire-Atlantique;44055;Baule-Escoublac;440550013;Place du Moulin;;Place du Moulin;;44500;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;28/09/2005;10/04/2016;3;4;47.274458, -2.340447;47.2909720179, -2.3538291745;47.274458, -2.340447
44;Loire-Atlantique;44055;Baule-Escoublac;440550014;Cite du Rocher;;Avenue des Hélianthes;;44500;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;28/09/2005;19/06/2012;1;1;47.292724, -2.376171;47.2909720179, -2.3538291745;47.292724, -2.376171
44;Loire-Atlantique;44055;Baule-Escoublac;440550016;Foret d'Escoublac;;Boulevard de Cacqueray;;44500;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Oui;Non;Non;28/09/2005;10/04/2016;4;4;47.291677, -2.361773;47.2909720179, -2.3538291745;47.291677, -2.361773
44;Loire-Atlantique;44055;Baule-Escoublac;440550018;Ecole Paul Minot;;3 Avenue Paul Minot;;44500;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Non;Non;Oui;Non;Non;28/09/2005;10/04/2016;2;3;47.28568, -2.367797;47.2909720179, -2.3538291745;47.28568, -2.367797
44;Loire-Atlantique;44055;Baule-Escoublac;440550019;Plateau Scolaire du Guezy;;Avenue Joliot Curie;;44500;Etablissement scolaire;Non;0;0;Oui;Non;Oui;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;28/09/2005;04/12/2017;2;2;47.276702, -2.345406;47.2909720179, -2.3538291745;47.276702, -2.345406
44;Loire-Atlantique;44055;Baule-Escoublac;440550020;Le Sporting;;Avenue de l'Étoile;;44500;Non;Non;0;0;Non;Oui;Non;Non;25;0;Sans logement de gardien;;Non;Non;Non;Non;Non;Non;29/09/2005;10/04/2016;4;17;47.280872, -2.367845;47.2909720179, -2.3538291745;47.280872, -2.367845
44;Loire-Atlantique;44055;Baule-Escoublac;440550021;Maison de Quartier du Guezy;;Avenue du Parc Lassale;;44500;Non;Non;0;0;Non;Non;Oui;Non;60;2;Sans logement de gardien;;Non;Non;Non;Non;Non;Non;29/09/2005;10/04/2016;2;2;47.274282, -2.335002;47.2909720179, -2.3538291745;47.274282, -2.335002
44;Loire-Atlantique;44055;Baule-Escoublac;440550022;Stade Hippique Francois Andre;;Avenue des Rosières;;44500;Non;Non;0;0;Non;Non;Oui;Non;30;2;Non;;Non;Oui;Non;Non;Non;Non;29/09/2005;10/05/2016;1;1;47.28302, -2.414517;47.2909720179, -2.3538291745;47.28302, -2.414517
44;Loire-Atlantique;44055;Baule-Escoublac;440550023;Centre Equestre la Baule;5;Avenue des Rosières;;44500;Non;Non;0;0;Non;Non;Oui;Non;10;2;Avec logement de gardien;;Non;Oui;Non;Non;Non;Non;29/09/2005;10/04/2016;3;3;47.28302, -2.414517;47.2909720179, -2.3538291745;47.28302, -2.414517
44;Loire-Atlantique;44055;Baule-Escoublac;440550025;Les Ecuries du Niro;28;Chemin des Grands Parcs;;44500;Non;Non;0;4;Non;Non;Oui;Non;30;2;Avec logement de gardien;70000;Non;Oui;Non;Non;Non;Non;10/11/2005;10/05/2016;7;7;47.279344, -2.317017;47.2909720179, -2.3538291745;47.279344, -2.317017
44;Loire-Atlantique;44055;Baule-Escoublac;440550026;Manege des Platanes;23;Avenue Antoine Louis;;44500;Non;Non;0;0;Non;Non;Oui;Non;15;2;Sans logement de gardien;;Non;Oui;Non;Non;Non;Non;10/11/2005;12/10/2012;4;4;47.285924, -2.355492;47.2909720179, -2.3538291745;47.285924, -2.355492
44;Loire-Atlantique;44055;Baule-Escoublac;440550027;Hotel Royal Thalasso Barriere;6;Avenue Pierre Loti;;44500;Non;Non;200;104;Non;Non;Oui;Non;0;0;Sans logement de gardien;;Non;Oui;Non;Non;Non;Oui;10/11/2005;04/12/2017;4;4;47.282095, -2.404195;47.2909720179, -2.3538291745;47.282095, -2.404195
44;Loire-Atlantique;44055;Baule-Escoublac;440550028;Tennis Country Club Barriere;113;Avenue de Lattre de Tassigny;;44500;Non;Non;40;0;Non;Non;Oui;Non;105;0;Avec logement de gardien;40000;Non;Oui;Non;Non;Non;Non;10/11/2005;20/06/2012;11;39;47.283596, -2.405689;47.2909720179, -2.3538291745;47.283596, -2.405689
44;Loire-Atlantique;44055;Baule-Escoublac;440550032;Circuits de Randonnees;;;;44500;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;24/10/2005;10/03/2016;2;2;47.284991, -2.392783;47.2909720179, -2.3538291745;47.284991, -2.392783
44;Loire-Atlantique;44055;Baule-Escoublac;440550034;Lafayette Club de Sport;3;Place Lafayette;;44500;Non;Non;0;0;Non;Oui;Non;Non;10;0;Non;;Non;Oui;Non;Oui;Non;Non;17/11/2005;10/05/2016;1;1;47.27892, -2.364174;47.2909720179, -2.3538291745;47.27892, -2.364174
44;Loire-Atlantique;44055;Baule-Escoublac;440550041;Aeroport d'Escoublac;;Avenue Breton;;44500;Aérodrome/aéroport;Non;0;0;Non;Non;Oui;Non;50;2;Sans logement de gardien;;Non;Oui;Non;Non;Non;Non;18/11/2005;19/06/2012;2;2;47.287589, -2.357731;47.2909720179, -2.3538291745;47.287589, -2.357731
44;Loire-Atlantique;44055;Baule-Escoublac;440550044;Port de la Baule-Le Pouliguen;1;Quai Rageot de la Touche ( Villa Mortureux 1Er Étage );;44500;Non;Oui;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Oui;Non;Non;22/11/2005;10/07/2016;1;1;47.27639, -2.425618;47.2909720179, -2.3538291745;47.27639, -2.425618
44;Loire-Atlantique;44055;Baule-Escoublac;440550045;Lycee College Grand Air;12;Avenue de Tréméac;;44500;Etablissement scolaire;Non;1100;78;Non;Non;Oui;Non;50;2;Non;;Non;Oui;Non;Non;Non;Non;22/11/2005;29/06/2012;5;5;47.28744, -2.377345;47.2909720179, -2.3538291745;47.28744, -2.377345
44;Loire-Atlantique;44055;Baule-Escoublac;440550047;Baie de la Baule;;Boulevard de l'Océan;;44500;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;26/12/2005;04/12/2017;7;7;47.27731, -2.368342;47.2909720179, -2.3538291745;47.27731, -2.368342
44;Loire-Atlantique;44055;Baule-Escoublac;440550049;Stand de Tir A la Cible;1;Avenue du Bois Robin;;44500;Non;Non;0;0;Non;Non;Oui;Non;15;1;Non;;Non;Oui;Non;Non;Non;Non;01/12/2006;10/04/2016;3;3;47.29532, -2.355693;47.2909720179, -2.3538291745;47.29532, -2.355693
44;Loire-Atlantique;44055;Baule-Escoublac;440550051;Complexe de Loisirs Saint Exupery;;Avenue des Floralies;;44500;Non;Non;30;0;Non;Oui;Non;Non;231;7;Sans logement de gardien;;Non;Oui;Non;Oui;Non;Non;26/04/2006;10/03/2016;2;2;47.290206, -2.400561;47.2909720179, -2.3538291745;47.290206, -2.400561
44;Loire-Atlantique;44055;Baule-Escoublac;440550052;Site de Plongee Epave Gai Littoral;;;;44500;Non;Non;0;0;Non;Oui;Non;Non;20;1;Non;;Non;Non;Non;Non;Non;Non;03/02/2007;26/09/2013;1;1;47.284991, -2.392783;47.2909720179, -2.3538291745;47.284991, -2.392783
44;Loire-Atlantique;44055;Baule-Escoublac;440550054;O Club;42;Avenue Henri Bertho;;44500;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;16/10/2008;12/10/2012;1;1;47.293386, -2.357948;47.2909720179, -2.3538291745;47.293386, -2.357948
44;Loire-Atlantique;44055;Baule-Escoublac;440550055;Square Jean Sohier;;Place Jean Sohier;;44500;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;25/06/2009;10/04/2016;1;1;47.298463, -2.357672;47.2909720179, -2.3538291745;47.298463, -2.357672
44;Loire-Atlantique;44055;Baule-Escoublac;440550056;Ecole Elementaire du Bois-Robin;5;Avenue du Bois-Robin;;44500;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;18/06/2012;10/03/2016;1;1;47.29532, -2.355693;47.2909720179, -2.3538291745;47.29532, -2.355693
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560001;Complexe Sportif;1;Rue des Sports;;44130;Complexe sportif;Non;0;0;Non;Oui;Non;Non;100;0;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;09/02/2015;6;6;47.409061, -1.793538;47.3905699563, -1.79530261946;47.409061, -1.793538
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560002;Aire de Jeux;;Rue de Malacquet;;44130;Complexe sportif;Non;0;0;Non;Oui;Non;Non;35;0;Non;;Non;Oui;Non;Non;Non;Non;23/09/2005;09/02/2015;1;1;47.411408, -1.794622;47.3905699563, -1.79530261946;47.411408, -1.794622
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560003;Circuit Auto de Loire Atlantique;;Zi Pole Sud les Noxitoches;;44130;Non;Non;0;0;Non;Non;Oui;Non;20;0;Non;358000;Non;Non;Non;Non;Non;Non;11/08/2005;18/06/2015;1;1;47.344506, -1.803608;47.3905699563, -1.79530261946;47.344506, -1.803608
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560004;Poney-Club les Deux Sources;;;La Mordelais;44130;Non;Non;0;0;Non;Oui;Non;Non;10;0;Avec logement de gardien;;Non;Non;Non;Non;Non;Non;11/08/2005;28/07/2015;3;4;47.414207, -1.791822;47.3905699563, -1.79530261946;47.414207, -1.791822
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560006;Circuits de Randonnees;;Route d'Héric;Parking des Étangs;44130;Non;Oui;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;29/11/2005;09/02/2015;3;3;47.412793, -1.80877;47.3905699563, -1.79530261946;47.412793, -1.80877
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560007;Etangs de Fay de Bretagne;;D 16;La Madeleine;44130;Non;Non;0;0;Non;Non;Oui;Non;110;2;Non;60000;Non;Oui;Non;Non;Non;Non;05/02/2006;09/02/2015;2;2;47.414207, -1.791822;47.3905699563, -1.79530261946;47.414207, -1.791822
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560008;Atlantic Crash Test;;;La Bassais;44130;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;16000;Non;Non;Non;Non;Non;Non;17/08/2007;09/02/2015;1;1;47.414207, -1.791822;47.3905699563, -1.79530261946;47.414207, -1.791822
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560009;Les Ecuries de Faouell;;;La Courbe;44130;Non;Non;0;0;Non;Oui;Non;Non;6;0;Non;100000;Non;Non;Non;Non;Non;Non;19/11/2007;28/07/2015;2;2;47.414207, -1.791822;47.3905699563, -1.79530261946;47.414207, -1.791822
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560011;Ecole Saint Martin;;Rue de Malaquet;;44130;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;10/09/2008;10/05/2015;1;2;47.411408, -1.794622;47.3905699563, -1.79530261946;47.411408, -1.794622
44;Loire-Atlantique;44056;Fay-de-Bretagne;440560012;Les Ecuries du Chene Rond;;;Le Chêne Rond;44130;Non;Non;0;0;Non;Oui;Non;Non;10;0;Avec logement de gardien;100000;Non;Non;Non;Non;Non;Non;27/05/2009;14/10/2015;2;2;47.414207, -1.791822;47.3905699563, -1.79530261946;47.414207, -1.791822
44;Loire-Atlantique;44057;Fégréac;440570001;Stade Jean Zingue;;Rue du Stade;;44460;Non;Non;0;0;Non;Non;Oui;Non;100;2;Non;12000;Non;Oui;Non;Non;Non;Non;08/02/2005;21/05/2014;2;2;47.582501, -2.043336;47.5805909749, -2.02458187409;47.582501, -2.043336
44;Loire-Atlantique;44057;Fégréac;440570002;Salle des Sports;;Pré de l'Illette;;44460;Non;Non;0;0;Non;Non;Oui;Non;50;0;Non;0;Non;Oui;Non;Non;Non;Non;08/02/2005;21/05/2014;2;2;47.580516, -2.043349;47.5805909749, -2.02458187409;47.580516, -2.043349
44;Loire-Atlantique;44057;Fégréac;440570003;Port du Bellion;;;Le Bellion;44460;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;23/11/2005;21/05/2014;1;1;47.583859, -2.045664;47.5805909749, -2.02458187409;47.583859, -2.045664
44;Loire-Atlantique;44057;Fégréac;440570004;Circuits de Randonnees;;;;44460;Non;Oui;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;23/11/2005;06/12/2014;2;2;47.583859, -2.045664;47.5805909749, -2.02458187409;47.583859, -2.045664
44;Loire-Atlantique;44057;Fégréac;440570005;Site de Pont Miny;;;Pont-Miny;44460;Non;Non;0;9;Non;Non;Oui;Non;3;0;Non;;Non;Oui;Non;Non;Non;Non;23/11/2005;21/05/2014;2;2;47.583859, -2.045664;47.5805909749, -2.02458187409;47.583859, -2.045664
44;Loire-Atlantique;44057;Fégréac;440570006;Site de Ball Trap;;Chemin Rural 190;Les Friches Coiquerelles;44460;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;06/12/2006;10/07/2014;1;1;;47.5805909749, -2.02458187409;47.5805909749, -2.02458187409
44;Loire-Atlantique;44057;Fégréac;440570007;Site de l'Etang Aumee;;;La Noé;44460;Non;Oui;0;0;Non;Non;Oui;Non;50;0;Non;900000;Non;Oui;Non;Non;Non;Non;09/01/2006;21/05/2014;1;1;47.583859, -2.045664;47.5805909749, -2.02458187409;47.583859, -2.045664
44;Loire-Atlantique;44058;Fercé;440580001;Aire de Loisirs;;Rue Jean de la Fontaine;;44660;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;12600;Non;Oui;Non;Non;Non;Non;08/02/2005;08/11/2014;1;1;47.794517, -1.415047;47.8000443229, -1.38761214981;47.794517, -1.415047
44;Loire-Atlantique;44058;Fercé;440580002;Circuits de Randonnees;;;;44660;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;23/11/2005;08/11/2014;3;3;47.796033, -1.415483;47.8000443229, -1.38761214981;47.796033, -1.415483
44;Loire-Atlantique;44058;Fercé;440580003;Salle Municipale;;Rue de la Salle Municipale;;44660;Non;Non;0;0;Non;Non;Oui;Non;10;0;Non;1000;Non;Non;Non;Non;Non;Non;25/11/2005;08/11/2014;1;1;47.796676, -1.416512;47.8000443229, -1.38761214981;47.796676, -1.416512
44;Loire-Atlantique;44058;Fercé;440580004;Etang du Boispean;;Rue de l'Etang;;44660;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;19000;Non;Non;Non;Non;Non;Non;25/11/2005;10/07/2009;1;1;47.795204, -1.413849;47.8000443229, -1.38761214981;47.795204, -1.413849
44;Loire-Atlantique;44059;Fresnay-en-Retz;440590001;Complexe Sportif;21;Rue de Pornic;;44580;Complexe sportif;Non;0;0;Non;Non;Oui;Non;30;2;Non;0;Non;Oui;Non;Non;Non;Non;08/02/2005;15/10/2014;5;5;;47.0246801762, -1.85967054643;47.0246801762, -1.85967054643
44;Loire-Atlantique;44059;Fresnay-en-Retz;440590002;Circuits de Randonnees;;;Le Bourg;44580;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;15/11/2005;10/10/2014;3;3;;47.0246801762, -1.85967054643;47.0246801762, -1.85967054643
44;Loire-Atlantique;44060;Fresne-sur-Loire;440600001;Complexe Sportif;;Chemin des Moncellières;;49123;Complexe sportif;Oui;0;0;Non;Non;Oui;Non;50;5;Non;40000;Non;Oui;Non;Non;Non;Non;11/10/2005;10/07/2009;7;7;;47.4042359286, -0.94242981512;47.4042359286, -0.94242981512
44;Loire-Atlantique;44060;Fresne-sur-Loire;440600002;Circuits de Randonnees;;;;49123;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;25/11/2005;17/09/2013;1;1;;47.4042359286, -0.94242981512;47.4042359286, -0.94242981512
44;Loire-Atlantique;44060;Fresne-sur-Loire;440600003;Port de la Bastille;;;La Bastille;49123;Non;Non;0;0;Non;Oui;Non;Non;10;0;Non;;Non;Oui;Non;Non;Non;Non;18/11/2005;10/07/2009;1;1;;47.4042359286, -0.94242981512;47.4042359286, -0.94242981512
44;Loire-Atlantique;44060;Fresne-sur-Loire;440600004;Cale des Granges;;;Les Granges;49123;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;28/08/2008;10/07/2009;1;1;;47.4042359286, -0.94242981512;47.4042359286, -0.94242981512
44;Loire-Atlantique;44061;Frossay;440610001;Complexe Sportif;1;Rue du Jaunais;;44320;Complexe sportif;Non;0;0;Non;Non;Oui;Non;200;0;Non;1734;Non;Oui;Non;Non;Non;Non;08/02/2005;10/01/2015;5;5;47.249113, -1.945453;47.2455073631, -1.93405826107;47.249113, -1.945453
44;Loire-Atlantique;44061;Frossay;440610002;Quai Vert;;Route des Carries;Le Migron;44320;Base de plein air et/ou de loisirs;Non;0;0;Non;Non;Oui;Non;30;0;Non;;Non;Non;Non;Non;Non;Non;25/10/2005;05/07/2015;1;1;47.246625, -1.939155;47.2455073631, -1.93405826107;47.246625, -1.939155
44;Loire-Atlantique;44061;Frossay;440610003;Circuits de Randonnees;;Place du Général de Gaulle;;44320;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;16/11/2005;05/07/2015;4;4;47.244329, -1.935992;47.2455073631, -1.93405826107;47.244329, -1.935992
44;Loire-Atlantique;44061;Frossay;440610004;Randkar;;;Les Barrières;44320;Non;Non;0;0;Non;Non;Oui;Non;30;0;Non;;Non;Non;Non;Non;Non;Non;16/11/2005;05/07/2015;2;2;47.243128, -1.935495;47.2455073631, -1.93405826107;47.243128, -1.935495
44;Loire-Atlantique;44061;Frossay;440610005;Defi Nature;;Chateau de la Rousselière;;44320;Non;Non;0;4;Non;Oui;Non;Non;50;0;Avec logement de gardien;;Non;Non;Non;Non;Non;Non;16/11/2005;24/07/2015;3;4;47.236759, -1.948177;47.2455073631, -1.93405826107;47.236759, -1.948177
44;Loire-Atlantique;44061;Frossay;440610006;Centre Equestre la Ville Aubert;;Route de Paimboeuf;La Ville Aubert;44320;Non;Non;0;0;Non;Non;Oui;Non;20;0;Avec logement de gardien;90000;Non;Non;Non;Non;Non;Non;22/09/2010;10/01/2015;2;2;47.253476, -1.917653;47.2455073631, -1.93405826107;47.253476, -1.917653
44;Loire-Atlantique;44062;Gâvre;440620001;Court de Tennis;;Route de l'Etang;;44130;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;29/04/2014;1;1;47.519905, -1.750582;47.5279203716, -1.79412055817;47.519905, -1.750582
44;Loire-Atlantique;44062;Gâvre;440620002;Complexe Sportif;;Rue du Stade;;44130;Complexe sportif;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;10/06/2014;5;5;47.52195, -1.747799;47.5279203716, -1.79412055817;47.52195, -1.747799
44;Loire-Atlantique;44062;Gâvre;440620003;Circuits de Randonnees;;;;44130;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;25/11/2005;30/04/2014;3;3;47.520556, -1.749442;47.5279203716, -1.79412055817;47.520556, -1.749442
44;Loire-Atlantique;44062;Gâvre;440620005;Foret du Gavre;;Place de l'Étoile;;44130;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;48000000;Non;Non;Non;Non;Non;Non;17/01/2006;10/06/2014;2;2;47.519905, -1.750582;47.5279203716, -1.79412055817;47.519905, -1.750582
44;Loire-Atlantique;44062;Gâvre;440620007;Salle de Motricite;1;Rue de la Foret;;44130;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;31/03/2010;29/04/2014;1;1;47.52125, -1.750326;47.5279203716, -1.79412055817;47.52125, -1.750326
44;Loire-Atlantique;44062;Gâvre;440620008;Stade Donatien Merel;;;;44130;Non;Non;;;Non;Non;Oui;Non;70;2;Non;;Non;Oui;Non;Non;Non;Non;29/04/2014;06/11/2014;1;1;47.520556, -1.749442;47.5279203716, -1.79412055817;47.520556, -1.749442
44;Loire-Atlantique;44063;Gétigné;440630002;Complexe Sportif;;Rue du Stade;;44190;Complexe sportif;Non;0;0;Non;Non;Oui;Non;250;4;Non;;Non;Oui;Non;Non;Non;Non;08/02/2005;10/01/2015;6;6;47.072706, -1.250611;47.0812318041, -1.21795705627;47.072706, -1.250611
44;Loire-Atlantique;44063;Gétigné;440630003;Centre Hippique des Trois Province;;;La Saulnerie;44190;Non;Non;0;0;Non;Non;Oui;Non;10;0;Avec logement de gardien;200000;Non;Non;Non;Non;Non;Non;21/09/2005;28/07/2015;4;4;47.074678, -1.249466;47.0812318041, -1.21795705627;47.074678, -1.249466
44;Loire-Atlantique;44063;Gétigné;440630004;Base Nautique de Terbin;;;Village de Terbin;44190;Non;Non;0;18;Non;Oui;Non;Non;30;0;Non;;Non;Non;Non;Non;Non;Non;18/11/2005;10/01/2015;1;1;47.074678, -1.249466;47.0812318041, -1.21795705627;47.074678, -1.249466
44;Loire-Atlantique;44063;Gétigné;440630006;Circuit de Randonnee;;Place de Klettgau;;44190;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;18/11/2005;10/01/2015;1;1;47.075458, -1.247924;47.0812318041, -1.21795705627;47.075458, -1.247924
44;Loire-Atlantique;44063;Gétigné;440630007;Terrain de Kayak Polo;;Rue de Gaulle;;44190;Non;Non;0;0;Non;Oui;Non;Non;10;0;Non;;Non;Oui;Non;Non;Non;Non;18/03/2011;05/07/2015;1;1;47.077891, -1.252223;47.0812318041, -1.21795705627;47.077891, -1.252223
44;Loire-Atlantique;44063;Gétigné;440630008;Salle d'Echecs de la Butte;;Place Sainte Anne;;44190;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;21/03/2011;10/01/2015;1;1;47.074909, -1.249571;47.0812318041, -1.21795705627;47.074909, -1.249571
44;Loire-Atlantique;44063;Gétigné;440630009;Boulodrome;;;Espace Bellevue;44190;Non;Non;0;0;Non;Non;Oui;Non;60;0;Non;;Non;Oui;Non;Non;Non;Non;21/03/2011;10/01/2015;2;5;47.074678, -1.249466;47.0812318041, -1.21795705627;47.074678, -1.249466
44;Loire-Atlantique;44063;Gétigné;440630010;Parc du Vallon;;Rue du Vallon;;44190;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;23/03/2011;10/01/2015;2;2;47.075617, -1.250452;47.0812318041, -1.21795705627;47.075617, -1.250452
44;Loire-Atlantique;44063;Gétigné;440630011;Terrain de Tennis;;Rue de la Goisloterie;;44190;Non;Non;0;0;Non;Non;Oui;Non;5;1;Non;;Non;Non;Non;Non;Non;Non;22/10/2013;10/01/2015;1;2;47.073002, -1.249506;47.0812318041, -1.21795705627;47.073002, -1.249506
44;Loire-Atlantique;44064;Gorges;440640001;Espace Agora;;Rue de la Cite des Sports;;44190;Non;Non;0;0;Non;Non;Oui;Non;30;3;Non;;Non;Non;Non;Non;Non;Non;08/02/2005;23/06/2015;2;2;47.099983, -1.308213;47.1044539402, -1.31077198119;47.099983, -1.308213
44;Loire-Atlantique;44064;Gorges;440640002;Complexe Sportif de la Margerie;;;Route de Saint Fiacre;44190;Complexe sportif;Non;0;0;Non;Non;Oui;Non;200;2;Non;46000;Non;Non;Non;Non;Non;Non;08/02/2005;15/07/2015;6;6;47.101496, -1.304399;47.1044539402, -1.31077198119;47.101496, -1.304399
44;Loire-Atlantique;44064;Gorges;440640003;Lycee Prive Charles Peguy;3;Rue de Sevres;Gorges;44190;Etablissement scolaire;Non;900;120;Oui;Non;Oui;Non;40;2;Avec logement de gardien;;Non;Oui;Non;Oui;Non;Non;21/09/2005;29/09/2015;2;2;47.104338, -1.302183;47.1044539402, -1.31077198119;47.104338, -1.302183
44;Loire-Atlantique;44064;Gorges;440640004;Le Liveau;;;Le Liveau;44190;Non;Non;0;0;Non;Non;Oui;Non;15;0;Non;;Non;Non;Non;Non;Non;Non;14/12/2005;23/06/2015;1;1;47.101496, -1.304399;47.1044539402, -1.31077198119;47.101496, -1.304399
44;Loire-Atlantique;44064;Gorges;440640005;Site d'Angreviers;;;Angreviers;44190;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;14/12/2005;23/06/2015;1;1;47.101496, -1.304399;47.1044539402, -1.31077198119;47.101496, -1.304399
44;Loire-Atlantique;44064;Gorges;440640006;Salle des Associations;;3 Place de L 'Église;;44190;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;01/10/2006;23/06/2015;1;1;47.101072, -1.302065;47.1044539402, -1.31077198119;47.101072, -1.302065
44;Loire-Atlantique;44064;Gorges;440640007;College d'Angreviers;;;Angreviers;44190;Etablissement scolaire;Non;230;184;Oui;Non;Oui;Non;30;2;Avec logement de gardien;;Non;Oui;Non;Non;Non;Non;14/12/2005;15/07/2015;8;8;47.101496, -1.304399;47.1044539402, -1.31077198119;47.101496, -1.304399
