Code departement;Departement;Code INSEE;Commune;Numéro de l'installation;Nom usuel de l'installation;Numéro de la fiche équipement;Equipement;Batiment;Nombre d'équipements identiques;Type d'équipement_Code;Type d'équipement;Propriétaire principal;Gestionnaire principal;Propriétaire secondaire;Gestionnaire secondaire libellé;Gestion en délégation de service public;Nombre de vestiaires avec douches;Présence d'un éclairage;Chapiteau tente;Etablissement flottant;Salle polyvalente;Restaurant et débit de boisson;Etablissement recevant du public Hôtel;Hôtel Restaurant d'altitude;Salle de danse et jeux;Etablissement de plein air;Enseignement et colo;Etablissement recevant du public Type PE;Structure gonflable;Etablissement sportif couvert;Catégorie établissement recevant du public de 1 à 5;Année de mise en service;Tranche d'année de mise en service;Nombre de place en tribune;Libellé de la nature du sol;Libellé de la nature de l'équipement;Aire d'évolution Hauteur;Aire d'évolution Longueur;Aire d'évolution Largeur;Aire d'évolution Surface;Hauteur surface évolution;Nombre de couloir / piste / poste / etc.;Nombre de vestiaire sportif;Dont nombre de vestiaire chauffé;Nombre de vestiaire arbitre enseignant;Nombre de sanitaire sportif;Nombre de sanitaire public;Ouverture exclusivement saisonnière;Equipement de proximité (ouvert 7j/7j - 24h/24h);Sono fixe;Tableau fixe;Chronométrage;Aucun aménagement d'information;Utilisateur scolaire;Utilisateur club;Utilisateur autre;Utilisateur individuel;Utilisation performance;Utilisation formation;Utilisation récréation sportive;Tranche de date de dernier travaux réalisés;Date dernier travaux réalisés;Aucun travaux réalisé;Travaux de mise en conformité avec les règlements;Normes AFNOR;Inadaptation aux attentes des usagers;Dégâts liés à des dégradations ou à une catastrophe naturelle;Vétusté normal;Accès handicapé mobilité Aire d'évolution;Accès handicapé mobilité Tribune;Accès handicapé mobilité Vestiaire;Accès handicapé mobilité sanitaire sportif;Accès handicapé mobilité sanitaire public;Accès handicapé mobilité Aucun;Accès handicapé sensoriel Aucun;Accès handicapé sensoriel Aire d'évolution;Accès handicapé sensoriel Tribune;Accès handicapé sensoriel Vestiaire;Accès handicapé sensoriel Sanitaire sportif;Accès handicapé sensoriel Public;Accueil club;Accueil salle de réunion;Accueil buvette;Accueil contrôle anti-dopage;Accueil centre médico sportif;Accueil infirmerie;Accueil bureau;Accueil réception;Accueil local rangement;Accueil autre;Accueil aucun;Non chauffé;Chauffage fuel;Chauffage gaz;Chauffage électricité;Chauffage solaire;Chauffage autre;Confort sauna;Confort bain bouillonnant;Confort bain vapeur;Confort solarium;Confort autre;Confort aucun;Démarche haute qualité environnementale;Nombre de couloirs pour les structures artificielles d'escalade;Hauteur pour les structures artificielles d'escalade;Surface pour les structures artificielles d'escalade;Présence d'une signalétique;Présence de moyen d'alerte;Accès pédestre pour le public;Accès route pour le public;Accès mécanique pour le public;Accès nautique pour le public;Accès pédestre pour les secours;Accès routier pour les secours;Accès mécanique pour les secours;Accès nautique pour les secours;Locaux techniques;Locaux pédagogiques;Existence d'une aide publique à l'investissement;Equipement inscrit au plan départemental des espaces, sites et itinéraires;Situation de l'espace ou site de pratique;Site escalade Nombre de voies;Classe fédérale mini;EquNatureClassFedeMaxi;Présence d'une tour d'arrivée;Envol treuil;EquNatureSKAltitudeBasse;EquNatureSKAltitudeHaute;EquNatureSKDebit;Total remontée;EquNatureSKNbKMSkiAlpin;EquNatureSKNbKMSkiNordique;EquNatureSHNbPisteNeigeArti;EquNatureSKSnowPark;EquNatureSKHalfpipe;EquNatureSKKmLance;EquNatureSKBorder;EquNatureSKSlalom;EquNatureSKTremplin;EquNatureSKJardinAlpin;EquNatureSKJardinNordique;EquipementTir1Non;Tir 25;EquipementTir5Non;EquipementTir1NonNon;EquipementTir2NonNon;EquipementTir3NonNon;Tir plateau;Tir autre;Développement de la piste en mètre;Longueur de ligne droite;Nombre de couloir en ligne droite;Nombre de couloir hors ligne droite;Rivière de steeple;Système d'aide à la surveillance;Nombre d'aires de saut;Nombre d'aires de saut en hauteur;Nombre d'aires de saut en longueur;Nombre d'aires de saut en longueur et triple saut;Nombre d'aires de saut en sautoir perche;Nombre d'aires de lancer;Nombre d'aires de poids;Nombre d'aires de disque;Nombre d'aires de javelot;Nombre d'aires de marteau;Nombre d'aires de lancer mixte disque/marteau;Forme du bassin;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur mini;Profondeur maxi;Nombre de couloirs;Surface des plages;Nombre total de tremplins;Nombre de tremplins de 1 m;Nombre de tremplins de 3 m;Nombre total de plateformes;Nombre de plateformes de 3 m;Nombre de plateformes de 5 m;Nombre de plateformes de 7,5 m;Nombre de plateformes de 10 m;Machine à vagues;Toboggan;Pentaglisse;Rivière;Système d'immersion personne handicapée;Fond mobile;Mur ou aileron mobile;Eclairage subaquatique;Sonorisation subaquatique;Autre aménagement;Présence pataugeoire;Coordonnées GPS longitude;Coordonnées GPS latitude;Date de création de la fiche équipement;Date de mise à jour de la fiche équipement;localisation
44.0;Loire-Atlantique;44019;Bouée;440190004;Circuit de Randonnees des Belles Demeures;206980;Circuit des Belles Demeures;;1;3012;Boucle de randonnée;Commune;EPCI;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2004;1995-2004;0;Surface naturelle;Site naturel aménagé;.00;10500.00;.00;.00;;0;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.91008;47.32018;15/11/2005 00:00;13/06/2014 00:00;47.32018, -1.91008
44.0;Loire-Atlantique;44019;Bouée;440190005;Terrain de Ball Trap;280183;Terrain de Ball-Trap;;1;1403;Pas de tir aux plateaux;Association(s);Association(s);Privé non commercial;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2005;A partir de 2005;0;Surface naturelle;Découvert;;370.00;160.00;59200.00;;;0;Non;0;Non;Non;Non;Non;Non;Non;Non;Oui;;;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.89893;47.31514;11/05/2007 00:00;14/04/2017 00:00;47.31514, -1.89893
44.0;Loire-Atlantique;44019;Bouée;440190006;Circuit de Randonnees du Marais de la Roche;344294;Circuit du Marais de la Roche;;1;3012;Boucle de randonnée;Commune;EPCI;;;Non;Non;Non;Non;Non;Non;;;;;Non;Non;Non;Non;Non;;2004;1995-2004;0;Surface naturelle;Site naturel aménagé;;9600.00;.00;.00;;0;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.90035;47.30211;13/06/2014 00:00;14/04/2017 00:00;47.30211, -1.90035
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;67042;Stade Pierre de Coubertin;;1;2802;Terrain de football;Commune;Commune;Commune;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1977;1975-1984;0;Stabilisé/cendrée;Découvert;;105.00;66.00;6930.00;;0;9;Oui;2;Oui;Oui;Non;Non;Non;Non;Non;Oui;1;1;;;1;1;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non;Non;Non;Oui;Oui;Non;Non-concerne;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.59184;47.17496;02/08/2005 00:00;14/04/2017 00:00;47.17496, -1.59184
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;67043;Plateau d'Evolution la Neustrie;;1;1701;Plateau EPS/Multisports/city-stades;Commune;Commune;Commune;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1981;1975-1984;0;Bitume;Découvert;;80.00;20.00;1600.00;;0;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;1;1;1;1;;1;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.59111;47.17537;02/08/2005 00:00;14/04/2017 00:00;47.17537, -1.59111
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;67044;Gymnase Neustrie;;1;1901;Salle multisports;Commune;Commune;Commune;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1971;1965-1974;160;Parquet;Intérieur;8.00;42.00;22.00;924.00;;0;13;Oui;2;Oui;Oui;Non;Non;Non;Oui;Oui;Non;1;1;1;;1;1;1;2015;A partir de 2005;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.5922;47.17591;02/08/2005 00:00;14/04/2017 00:00;47.17591, -1.5922
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;67045;Gymnase Baronnais;;1;1901;Salle multisports;Commune;Commune;Commune;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1987;1985-1994;80;Synthétique (hors gazon);Intérieur;8.00;36.00;20.00;720.00;;0;4;Oui;2;Oui;Oui;Non;Non;Non;Oui;Non;Non;1;1;;;1;1;1;2016;A partir de 2005;Non;Oui;Non;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.59306;47.17623;02/08/2005 00:00;19/12/2016 00:00;47.17623, -1.59306
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;67046;Courts de Tennis Exterieurs A. Ashe;;2;501;Court de tennis;Commune;Commune;Commune;Association(s);Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1992;1985-1994;0;Bitume;Découvert;;36.00;18.00;648.00;;0;2;Oui;0;Oui;Non;Non;Non;Non;Non;Non;Oui;;1;;;1;1;1;;;Oui;Non;Non;Non;Non;Non;Oui;Non-concerne;Non;Oui;Non-concerne;Non;Oui;Non;Non-concerne;Non;Non;Non-concerne;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.59212;47.17656;02/08/2005 00:00;14/04/2017 00:00;47.17656, -1.59212
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;67047;Salle des Mousquetaires - Salle de Tennis;;2;501;Court de tennis;Commune;Commune;Commune;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1985;1985-1994;0;Synthétique (hors gazon);Intérieur;8.00;36.00;18.00;648.00;;1;4;Oui;2;Oui;Oui;Non;Non;Non;Non;Non;Oui;1;1;;;1;1;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Oui;Oui;Oui;Non;Oui;Non;Non-concerne;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.59264;47.17572;02/08/2005 00:00;19/12/2016 00:00;47.17572, -1.59264
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;67048;Salle A. Ashe - Salle de Tennis;;2;501;Court de tennis;Commune;Commune;Commune;Association(s);Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1992;1985-1994;0;Synthétique (hors gazon);Intérieur;9.00;50.00;25.00;1250.00;;2;2;Oui;0;Oui;Non;Non;Non;Non;Non;Non;Oui;;1;;;1;1;1;;;Oui;Non;Non;Non;Non;Non;Oui;Non-concerne;Oui;Oui;Non-concerne;Non;Oui;Non;Non-concerne;Non;Non;Non-concerne;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.59162;47.17676;02/08/2005 00:00;20/04/2017 00:00;47.17676, -1.59162
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;286669;Anneau de Roller;;1;2601;Anneau de Roller;Commune;Commune;;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1990;1985-1994;0;Synthétique (hors gazon);Découvert;;222.00;5.00;1110.00;;1;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;1;1;1;1;1;1;1;2008;A partir de 2005;Non;Non;Oui;Oui;Non;Oui;Oui;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.59111;47.17537;18/12/2007 00:00;14/04/2017 00:00;47.17537, -1.59111
44.0;Loire-Atlantique;44020;Bouguenais;440200003;Complexe Sportif de la Neustrie;329223;Piste d'Athlétisme de la Neustrie;;1;1004;Piste d'athlétisme isolée;Commune;Commune;;;Non;Oui;Oui;Non;Non;Non;;;;;Non;Non;Non;Non;Non;;1955;1945-1964;0;Stabilisé/cendrée;Découvert;;400.00;6.00;2240.00;;0;13;Oui;2;Oui;Oui;Non;Non;Non;Non;Non;Oui;1;1;;;;1;1;2015;A partir de 2005;Non;Non;Non;Non;Non;Non;Non;Non-concerne;Oui;Oui;Oui;Non;Oui;Non;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.5918;47.1749;30/05/2012 00:00;14/04/2017 00:00;47.1749, -1.5918
44.0;Loire-Atlantique;44020;Bouguenais;440200004;Complexe Sportif de la Croix Jeannette;67844;Salle Marius Petipa;;1;2105;Salle de danse;Commune;Commune;Commune;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1976;1975-1984;0;Synthétique (hors gazon);Intérieur;5.00;15.00;11.00;165.00;;0;2;Oui;0;Oui;Non;Non;Non;Non;Non;Non;Oui;1;1;;;;1;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non;Non;Non-concerne;Oui;Oui;Non;Non-concerne;Non;Non;Non-concerne;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.62172;47.17109;02/08/2005 00:00;19/12/2016 00:00;47.17109, -1.62172
44.0;Loire-Atlantique;44020;Bouguenais;440200004;Complexe Sportif de la Croix Jeannette;67847;Espace Gym;;1;2106;Salle de gymnastique sportive;Commune;Commune;Commune;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1995;1995-2004;0;Synthétique (hors gazon);Intérieur;5.00;35.00;19.00;665.00;;0;2;Oui;0;Oui;Non;Non;Non;Non;Non;Non;Oui;1;1;;;1;1;;;;Oui;Non;Non;Non;Non;Non;Oui;Non-concerne;Non;Non;Non-concerne;Non;Oui;Non;Non-concerne;Non;Non;Non-concerne;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.62153;47.17102;02/08/2005 00:00;19/12/2016 00:00;47.17102, -1.62153
44.0;Loire-Atlantique;44020;Bouguenais;440200004;Complexe Sportif de la Croix Jeannette;67848;Salle Victor Duruy;;1;2111;Salle de tennis de table;Commune;Commune;Commune;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;5;1976;1975-1984;0;Synthétique (hors gazon);Intérieur;5.00;15.00;12.00;180.00;;8;2;Oui;0;Oui;Non;Non;Non;Non;Non;Non;Oui;1;1;;;1;1;1;;;Oui;Non;Non;Non;Non;Non;Oui;Non-concerne;Non;Non;Non-concerne;Non;Oui;Non;Non-concerne;Non;Non;Non-concerne;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.62181;47.17101;02/08/2005 00:00;19/12/2016 00:00;47.17101, -1.62181
44.0;Loire-Atlantique;44020;Bouguenais;440200004;Complexe Sportif de la Croix Jeannette;67850;Salle des Samouraïs;;1;1801;Dojo / Salle d'arts martiaux;Commune;Commune;Commune;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1975;1975-1984;0;Synthétique (hors gazon);Intérieur;5.00;20.00;15.00;300.00;;0;2;Oui;0;Oui;Non;Non;Non;Non;Non;Non;Oui;1;1;;;1;1;;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non;Non;Non-concerne;Oui;Oui;Non;Non-concerne;Non;Non;Non-concerne;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.6218;47.1713;02/08/2005 00:00;19/12/2016 00:00;47.1713, -1.6218
44.0;Loire-Atlantique;44020;Bouguenais;440200004;Complexe Sportif de la Croix Jeannette;329215;Stade d'D'Athlétisme;;1;1001;Stade d’athlétisme;Commune;Commune;;;Non;Oui;Oui;Non;Non;Non;;;;;Non;Non;Non;Non;Non;;1974;1965-1974;0;Stabilisé/cendrée;Découvert;;;;;.00;;4;Oui;2;Oui;Oui;Non;Non;Non;Non;Non;Oui;1;1;;;1;1;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non;Non;Non;Oui;Oui;Non;Non-concerne;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400.00;145.00;6;6;Non;;3;1;0;2;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.6227;47.1724;30/05/2012 00:00;19/12/2016 00:00;47.1724, -1.6227
44.0;Loire-Atlantique;44020;Bouguenais;440200004;Complexe Sportif de la Croix Jeannette;329216;Terrain de Football;;1;2802;Terrain de football;Commune;Commune;;;Non;Oui;Oui;Non;Non;Non;;;;;Non;Non;Non;Non;Non;;1974;1965-1974;0;Gazon naturel;Découvert;;112.00;72.00;8064.00;;0;4;Oui;2;Oui;Oui;Non;Non;Non;Non;Non;Oui;1;1;;;1;1;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non;Non;Non;Oui;Oui;Non;Non-concerne;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.6227;47.1724;30/05/2012 00:00;14/04/2017 00:00;47.1724, -1.6227
44.0;Loire-Atlantique;44020;Bouguenais;440200004;Complexe Sportif de la Croix Jeannette;329220;Gymnase Joel Dubois;;1;1901;Salle multisports;Commune;Commune;;;Non;Oui;Oui;Non;Non;Non;;;;;Non;Non;Non;Non;Non;;1976;1975-1984;230;Synthétique (hors gazon);Intérieur;8.00;42.00;22.00;924.00;;0;4;Oui;1;Oui;Oui;Non;Non;Non;Oui;Oui;Non;1;1;;;1;1;1;;;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.622;47.1707;30/05/2012 00:00;14/04/2017 00:00;47.1707, -1.622
44.0;Loire-Atlantique;44020;Bouguenais;440200004;Complexe Sportif de la Croix Jeannette;329221;Mur d'Escalade;Salle J Dubois;1;2701;Structure Artificielle d'Escalade;Commune;Commune;;;Non;Oui;Oui;Non;Non;Non;;;;;Non;Non;Non;Non;Non;;1976;1975-1984;230;Synthétique (hors gazon);Intérieur;5.00;20.00;;108.00;;30;4;Oui;1;Oui;Oui;Non;Non;Non;Non;Non;Oui;1;1;;;1;1;;;;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;30;7.00;108.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.622;47.1707;30/05/2012 00:00;19/12/2016 00:00;47.1707, -1.622
44.0;Loire-Atlantique;44020;Bouguenais;440200005;Cite de Beauvoir;67591;Plateau d'Évolution de Beauvoir;;1;1701;Plateau EPS/Multisports/city-stades;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1980;1975-1984;0;Bitume;Découvert;;42.00;30.00;1260.00;;0;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;1;;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.62825;47.17899;02/08/2005 00:00;14/04/2017 00:00;47.17899, -1.62825
44.0;Loire-Atlantique;44020;Bouguenais;440200005;Cite de Beauvoir;268126;Boulodrome;;1;202;Terrain de pétanque;Commune;Commune;Commune;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2004;1995-2004;0;Stabilisé/cendrée;Découvert;;24.00;16.00;384.00;;1;0;Non;0;Oui;Non;Non;Non;Non;Non;Non;Oui;;1;;1;;;1;;;Oui;Non;Non;Non;Non;Non;Oui;Non-concerne;Non-concerne;Non;Non-concerne;Non;Oui;Non;Non-concerne;Non-concerne;Non;Non-concerne;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.62646;47.17908;11/01/2006 00:00;14/04/2017 00:00;47.17908, -1.62646
