Code du département;Département;Code INSEE;Nom de la commune;Numéro de l'installation;Nom usuel de l'installation;Numero de la voie;Nom de la voie;Nom du lieu dit;Code postal;Installation particulière;Multi commune;Nombre de couvert;Nombre de lit;Présence d'un internet;Aucun aménagement d'accessibilité;Accessibilité handicapés à mobilité réduite;Accessibilité handicapés sensoriels;Nombre total de place de parking;Nombre total de place de parking handicapés;Gardiennée avec ou sans logement de gardien;Emprise foncière en m2;Desserte métro;Desserte bus;Desserte Tram;Desserte train;Desserte bateau;Desserte autre;Date de création de la fiche installation;Date de mise à jour de la fiche installation;Nombre total de fiches équipements;Nombre total d'équipements sportifs;localisation1;localisation2;localisation
49;Maine-et-Loire;49279;Saint-Georges-des-Sept-Voies;492790004;Circuits de Randonnée;;;Le Prieuré;49350;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;0;Non;Non;Non;Non;Non;Non;2005-09-28;2013-05-23;2;2;;47.3483114298, -0.298729956454;47.3483114298, -0.298729956454
49;Maine-et-Loire;49281;Saint-Georges-des-Gardes;492810002;Les Gardes;;Rue du Monastère;Les Gardes;49120;Non;Non;0;0;Non;Non;Oui;Non;50;3;Non;10000;Non;Non;Non;Non;Non;Non;2005-02-08;2014-08-10;1;1;;47.1675484429, -0.764130193482;47.1675484429, -0.764130193482
44;Loire-Atlantique;44187;Saint-Père-en-Retz;441870007;Plan d'Eau;;;Le Petit Fay;44320;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;67000;Non;Non;Non;Non;Non;Non;2005-12-14;2015-07-05;1;1;47.205893, -2.045914;47.2253813658, -2.06604710896;47.205893, -2.045914
44;Loire-Atlantique;44187;Saint-Père-en-Retz;441870009;Boulodrome;1;Rue de la Gare;;44320;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Non;Non;Non;Non;Non;2007-02-20;2015-07-05;2;2;47.207235, -2.037994;47.2253813658, -2.06604710896;47.207235, -2.037994
44;Loire-Atlantique;44188;Saint-Philbert-de-Grand-Lieu;441880002;Parc de Loisirs de la Boulogne;;Avenue de Nantes;;44310;Base de plein air et/ou de loisirs;Non;0;0;Non;Non;Oui;Non;180;0;Non;200000;Non;Oui;Non;Non;Non;Non;2005-04-11;2015-09-17;6;6;47.046065, -1.638292;47.0602912538, -1.65711361304;47.046065, -1.638292
44;Loire-Atlantique;44188;Saint-Philbert-de-Grand-Lieu;441880005;Circuits de Randonnee;;;;44310;Non;Non;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;2005-04-11;2015-10-26;5;5;47.034363, -1.640655;47.0602912538, -1.65711361304;47.034363, -1.640655
44;Loire-Atlantique;44188;Saint-Philbert-de-Grand-Lieu;441880008;Boucles de Randonnees Vtt;;Rue de Joinville;( Centre de Secours );44310;Non;Oui;0;0;Non;Oui;Non;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;2007-04-05;2015-10-26;3;3;47.039299, -1.647142;47.0602912538, -1.65711361304;47.039299, -1.647142
44;Loire-Atlantique;44188;Saint-Philbert-de-Grand-Lieu;441880009;Quai Rue du Port;;Rue du Port;;44310;Non;Non;0;0;Non;Non;Oui;Non;0;0;Non;;Non;Oui;Non;Non;Non;Non;2007-11-20;2015-10-26;1;1;47.039609, -1.641665;47.0602912538, -1.65711361304;47.039609, -1.641665
44;Loire-Atlantique;44188;Saint-Philbert-de-Grand-Lieu;441880011;Ecole Maternelle Jean Rostand;;Avenue Lamoricière;;44310;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;35;2;Non;;Non;Oui;Non;Non;Non;Non;2011-09-05;2015-10-26;1;1;47.036626, -1.639828;47.0602912538, -1.65711361304;47.036626, -1.639828
44;Loire-Atlantique;44188;Saint-Philbert-de-Grand-Lieu;441880012;Ecole Jacqueline Auriol;;Rue de l'Hommée;;44310;Etablissement scolaire;Non;0;0;Non;Non;Oui;Non;42;1;Non;;Non;Oui;Non;Non;Non;Non;2011-09-05;2015-10-26;1;1;47.045972, -1.63625;47.0602912538, -1.65711361304;47.045972, -1.63625
